512,128,1,41.0
512,128,2,46.3
512,128,4,43.1
512,128,8,0
512,128,16,0
512,128,32,0
512,128,64,0
512,128,128,0
512,128,256,0
512,128,512,0
512,128,1024,0
512,256,1,37.5
512,256,2,36.2
512,256,4,0
512,256,8,0
512,256,16,0
512,256,32,0
512,256,64,0
512,256,128,0
512,256,256,0
512,256,512,0
512,256,1024,0
512,512,1,0
512,512,2,0
512,512,4,0
512,512,8,0
512,512,16,0
512,512,32,0
512,512,64,0
512,512,128,0
512,512,256,0
512,512,512,0
512,512,1024,0
512,1024,1,0
512,1024,2,0
512,1024,4,0
512,1024,8,0
512,1024,16,0
512,1024,32,0
512,1024,64,0
512,1024,128,0
512,1024,256,0
512,1024,512,0
512,1024,1024,0
1024,1,1,1.0
1024,1,2,1.5
1024,1,4,2.7
1024,1,8,4.4
1024,1,16,5.8
1024,1,32,7.1
1024,1,64,4.8
1024,1,128,3.8
1024,1,256,3.5
1024,1,512,7.8
1024,1,1024,0
1024,2,1,1.8
1024,2,2,6.6
1024,2,4,8.8
1024,2,8,13.0
1024,2,16,20.7
1024,2,32,19.8
1024,2,64,25.0
1024,2,128,21.4
1024,2,256,17.1
1024,2,512,0
1024,2,1024,0
1024,4,1,3.7
1024,4,2,11.1
1024,4,4,28.8
1024,4,8,37.7
1024,4,16,32.8
1024,4,32,23.0
1024,4,64,22.5
1024,4,128,22.4
1024,4,256,0
1024,4,512,0
1024,4,1024,0
1024,8,1,7.3
1024,8,2,19.6
1024,8,4,60.3
1024,8,8,103.5
1024,8,16,73.8
1024,8,32,50.6
1024,8,64,31.0
1024,8,128,0
1024,8,256,0
1024,8,512,0
1024,8,1024,0
1024,16,1,14.7
1024,16,2,42.0
1024,16,4,74.4
1024,16,8,105.4
1024,16,16,130.1
1024,16,32,78.3
1024,16,64,0
1024,16,128,0
1024,16,256,0
1024,16,512,0
1024,16,1024,0
1024,32,1,28.6
1024,32,2,50.9
1024,32,4,56.5
1024,32,8,69.0
1024,32,16,74.7
1024,32,32,0
1024,32,64,0
1024,32,128,0
1024,32,256,0
1024,32,512,0
1024,32,1024,0
1024,64,1,41.0
1024,64,2,52.9
1024,64,4,51.2
1024,64,8,38.4
1024,64,16,0
1024,64,32,0
1024,64,64,0
1024,64,128,0
1024,64,256,0
1024,64,512,0
1024,64,1024,0
1024,128,1,41.7
1024,128,2,47.4
1024,128,4,45.8
1024,128,8,0
1024,128,16,0
1024,128,32,0
1024,128,64,0
1024,128,128,0
1024,128,256,0
1024,128,512,0
1024,128,1024,0
1024,256,1,37.5
1024,256,2,40.7
1024,256,4,0
1024,256,8,0
1024,256,16,0
1024,256,32,0
1024,256,64,0
1024,256,128,0
1024,256,256,0
1024,256,512,0
1024,256,1024,0
1024,512,1,29.0
1024,512,2,0
1024,512,4,0
1024,512,8,0
1024,512,16,0
1024,512,32,0
1024,512,64,0
1024,512,128,0
1024,512,256,0
1024,512,512,0
1024,512,1024,0
1024,1024,1,0
1024,1024,2,0
1024,1024,4,0
1024,1024,8,0
1024,1024,16,0
1024,1024,32,0
1024,1024,64,0
1024,1024,128,0
1024,1024,256,0
1024,1024,512,0
1024,1024,1024,0
